participant_id,age,sex,trip_id,trip_mode,trip_duration
10604,15,female,106041,pedestrian,5
302827,19,female,3028271,bus,62
25161,43,male,251612,pedestrian,20
193592,42,female,1935922,bus,75
193591,72,male,1935911,pedestrian,15
156621,72,female,1566212,pedestrian,5
193551,57,female,1935511,bus,60
P049643,25,male,P0496431,bus,60
193671,47,male,1936711,pedestrian,10
316911,51,female,3169113,bus,15
106081,52,male,1060813,bus,85
106084,9,female,1060842,car,70
193691,47,female,1936911,bus,68
119052,38,female,1190521,taxi,25
11913,45,female,119132,taxi,40
119251,71,female,1192516,taxi,60
P073892,46,female,P0738922,pedestrian,15
119741,84,female,1197412,taxi,20
119782,60,female,1197821,taxi,60
107753,64,male,1077532,car,60
120002,30,female,1200021,taxi,30
12032,41,female,120321,taxi,90
106063,22,male,1060633,bus,105
P073893,22,female,P0738932,car,10
25392,75,male,253922,bus,60
P073963,12,female,P0739631,pedestrian,8
P073961,31,male,P0739611,bus,60
106061,63,male,1060612,car,5
14392,31,female,143922,pedestrian,12
304973,23,male,3049731,car,80
106041,46,male,1060412,bus,150
25425,10,female,254252,pedestrian,10
25424,10,female,254242,pedestrian,10
25462,56,male,254621,pedestrian,15
25462,56,male,254622,bus,25
P031076,22,female,P0310764,car,40
25463,54,female,254631,bus,100
25421,29,male,254211,motorcycle,350
118892,55,female,1188922,taxi,30
25421,29,male,254212,motorcycle,30
182245,7,female,1822452,pedestrian,20
25411,47,female,254112,pedestrian,5
25412,52,male,254121,pedestrian,5
25411,47,female,254111,pedestrian,5
197113,27,female,1971131,bus,130
106205,18,female,1062052,bus,60
P073982,20,male,P0739821,pedestrian,60
P073982,20,male,P0739822,pedestrian,60
P074022,25,female,P0740221,bus,120
19693,24,male,196932,pedestrian,25
163873,34,female,1638731,pedestrian,5
25455,7,male,254552,pedestrian,15
P042992,28,male,P0429921,pedestrian,60
106142,84,male,1061421,car,90
25501,32,male,255012,cycle,30
25502,28,female,255021,pedestrian,11
121002,79,female,1210022,taxi,15
197113,27,female,1971132,bus,120
25501,32,male,255011,cycle,30
25502,28,female,255026,pedestrian,40
310971,37,female,3109712,bus,30
25502,28,female,255025,pedestrian,28
3111,62,female,31112,pedestrian,20
310943,53,male,3109432,pedestrian,4
316111,43,male,3161112,taxi,15
106122,66,female,1061222,pedestrian,20
67163,23,female,671632,bus,120
P001862,55,female,P0018622,pedestrian,30
82761,82,male,827614,pedestrian,35
106143,81,female,1061434,car,30
121002,79,female,1210021,taxi,30
82751,37,male,827517,motorcycle,20
114852,54,female,1148521,bus,120
327463,28,female,3274632,motorcycle,10
25731,47,male,257312,pedestrian,30
25732,45,female,257321,pedestrian,31
11491,50,female,114911,pedestrian,60
307601,55,female,3076012,car,30
25702,30,female,257021,bus,40
25581,24,male,255811,bus,59
25581,24,male,255812,car,20
121294,11,male,1212943,taxi,15
P038081,79,female,P0380814,car,20
92981,47,female,929811,bus,120
188992,29,male,1889922,bus,35
64414,13,male,644141,pedestrian,15
69532,56,female,695321,car,120
63012,38,female,630122,car,50
74332,62,female,743322,taxi,15
25601,35,male,256015,pedestrian,4
P074022,25,female,P0740222,bus,70
176751,45,female,1767511,bus,15
25483,61,male,254834,motorcycle,30
66863,37,female,668631,bus,60
186841,63,female,1868412,car,40
147551,66,male,1475512,pedestrian,735
106222,78,male,1062222,pedestrian,2
106352,51,female,1063523,car,5
106352,51,female,1063524,car,10
70904,12,female,709041,pedestrian,15
P007427,26,male,P0074271,bus,70
70904,12,female,709042,pedestrian,20
P011234,46,female,P0112341,pedestrian,15
166195,8,male,1661952,car,35
70811,55,female,708112,bus,120
P054003,20,male,P0540031,bus,35
P074913,15,male,P0749132,pedestrian,20
P054843,13,female,P0548432,car,80
303842,24,female,3038421,bus,100
P074041,64,male,P0740412,bus,69
38071,81,female,380711,bus,65
29941,33,male,299412,rail,85
317971,62,female,3179711,bus,90
32122,23,female,321223,bus,25
38804,23,female,388041,bus,60
109894,7,female,1098941,car,45
109821,35,male,1098211,motorcycle,20
99513,26,male,995133,motorcycle,30
315803,38,female,3158031,bus,65
327692,37,female,3276922,bus,70
197555,32,male,1975551,bus,75
98391,35,male,983912,motorcycle,20
315901,58,male,3159012,bus,520
311201,42,female,3112012,bus,55
P080571,65,female,P0805712,bus,105
109286,15,male,1092864,taxi,30
26191,68,female,261911,bus,45
198946,14,female,1989461,pedestrian,15
P074123,28,female,P0741235,car,20
P074123,28,female,P0741234,car,120
P074123,28,female,P0741233,car,90
67504,6,female,675044,pedestrian,30
39084,16,male,390841,bus,30
71132,49,male,711322,car,260
109543,26,female,1095432,car,60
113192,72,female,1131923,pedestrian,20
P074123,28,female,P0741232,pedestrian,15
32792,55,female,327922,pedestrian,30
P074124,14,male,P0741242,pedestrian,15
343871,56,male,3438712,bus,60
25841,34,male,258412,pedestrian,5
59713,22,male,597132,bus,70
198706,12,male,1987061,pedestrian,40
70191,75,male,701912,car,60
171032,60,female,1710323,bus,50
121152,32,female,1211522,bus,160
198945,15,male,1989452,bus,45
125424,21,female,1254242,bus,130
39151,54,female,391511,bus,60
174871,38,male,1748712,car,568
31101,37,female,311012,bus,25
171031,57,male,1710312,bus,120
42172,57,male,421721,bus,150
109532,22,male,1095321,car,38
109532,22,male,1095322,car,40
77811,75,male,778112,bus,60
P074143,56,male,P0741434,pedestrian,20
P026122,24,male,P0261221,pedestrian,4
169634,13,male,1696341,car,30
100354,25,female,1003543,motorcycle,35
8453,9,female,84531,auto_rickshaw,35
72602,49,female,726025,bus,90
P059293,9,female,P0592931,car,495
P013192,36,female,P0131921,bus,100
72622,49,female,726222,bus,60
72623,24,female,726231,bus,75
72661,38,male,726611,pedestrian,45
72681,47,male,726813,pedestrian,20
P026901,48,female,P0269012,bus,50
156832,77,female,1568321,pedestrian,20
26844,11,female,268442,car,35
158301,60,female,1583011,bus,20
67523,7,male,675232,pedestrian,60
77883,9,male,778832,car,30
171032,60,female,1710322,bus,90
78001,61,male,780012,bus,120
76061,24,male,760612,pedestrian,10
171031,57,male,1710311,car,60
17153,20,female,171531,bus,50
P030942,47,female,P0309423,car,120
327463,28,female,3274633,motorcycle,15
94572,32,female,945721,motorcycle,60
78011,52,female,780113,bus,135
7801,55,male,78011,bus,45
106483,22,male,1064834,bus,20
305134,7,female,3051342,pedestrian,15
26001,59,female,260012,bus,75
26003,17,female,260032,bus,75
77981,53,male,779811,motorcycle,120
100364,21,male,1003641,pedestrian,15
102182,27,female,1021821,cycle,5
77931,60,female,779311,bus,30
P031415,22,female,P0314151,bus,40
216374,8,male,2163742,car,80
77902,18,female,779022,bus,60
78021,44,male,780211,bus,125
154821,45,female,1548211,cycle,30
168861,62,female,1688611,bus,60
106461,54,male,1064611,car,55
160174,7,female,1601741,taxi,10
106482,53,female,1064821,car,75
P032754,21,female,P0327541,pedestrian,18
P023711,68,male,P0237111,pedestrian,20
137035,22,female,1370352,cycle,10
P043551,79,male,P0435511,pedestrian,30
25981,29,male,259811,bus,30
26153,30,male,261534,pedestrian,30
2613,14,male,26131,cycle,15
311004,29,male,3110041,bus,120
26151,55,male,261512,pedestrian,45
42224,19,female,422243,bus,50
26123,60,female,261231,bus,85
2613,14,male,26133,pedestrian,3
26152,50,female,261521,pedestrian,60
26152,50,female,261522,pedestrian,75
P074193,25,male,P0741932,pedestrian,3
P074171,22,male,P0741715,pedestrian,10
77884,10,female,778842,car,30
31331,67,male,313311,bus,105
97023,13,female,970232,cycle,5
P070923,5,female,P0709232,car,235
26041,37,female,260412,bus,165
214671,48,male,2146713,bus,90
343521,40,female,3435211,taxi,30
177951,42,female,1779511,bus,23
P011283,42,female,P0112831,pedestrian,5
171082,52,female,1710821,bus,90
2613,14,male,26132,cycle,20
25921,46,female,259211,bus,100
124091,37,male,1240912,taxi,15
P031793,19,male,P0317933,other,60
176092,52,female,1760921,car,55
26012,72,female,260123,bus,60
76761,48,male,767613,taxi,30
26331,67,female,263311,pedestrian,120
20014,15,male,200141,bus,30
26422,57,female,264224,bus,60
315313,22,male,3153131,rail,120
126291,51,male,1262911,taxi,30
26073,15,male,260732,bus,50
9353,25,female,93532,pedestrian,5
P060413,16,female,P0604131,motorcycle,45
205501,57,male,2055013,bus,15
151122,48,female,1511225,car,5
152001,23,male,1520011,car,70
172971,52,male,1729713,bus,35
202501,35,male,2025011,motorcycle,75
334762,35,female,3347626,bus,40
320381,40,female,3203811,pedestrian,7
126131,57,female,1261315,taxi,19
121252,23,female,1212522,rail,40
P020463,13,female,P0204631,pedestrian,10
33111,53,male,331111,bus,75
194371,27,male,1943711,motorcycle,60
171121,61,male,1711211,taxi,80
194381,49,female,1943811,pedestrian,15
106622,34,female,1066222,bus,30
126801,27,female,1268011,taxi,15
126402,44,female,1264021,taxi,60
126771,57,female,1267711,taxi,15
125891,77,female,1258915,taxi,60
150792,25,female,1507924,pedestrian,30
147602,43,female,1476021,pedestrian,15
80254,60,male,802542,pedestrian,30
32052,70,female,320521,pedestrian,15
73241,47,female,732411,bus,5
P019363,56,female,P0193632,pedestrian,20
317362,21,female,3173622,taxi,50
P019363,56,female,P0193631,pedestrian,15
114073,20,female,1140734,bus,60
P058272,39,female,P0582721,car,30
211284,17,male,2112841,bus,210
P071411,61,male,P0714111,pedestrian,10
26301,43,male,263012,bus,80
128022,71,female,1280223,taxi,15
128392,43,female,1283924,taxi,30
127461,40,female,1274612,taxi,45
26812,51,female,268121,bus,75
128482,65,female,1284824,taxi,20
26781,47,female,267812,bus,80
201121,46,male,2011216,car,25
26724,17,male,267242,pedestrian,190
P076871,23,male,P0768712,motorcycle,30
106771,39,female,1067712,bus,200
28531,47,female,285311,bus,60
201121,46,male,2011217,car,25
26591,57,male,265912,bus,55
26603,31,male,266031,cycle,15
28831,41,male,288311,taxi,60
205162,33,female,2051627,car,65
76443,15,female,764433,pedestrian,3
187462,11,female,1874621,car,60
26694,12,male,266941,pedestrian,30
7171,77,female,71712,pedestrian,30
12891,35,female,128912,taxi,210
20113,70,female,201131,car,60
26832,27,female,268321,bus,90
129283,22,male,1292833,taxi,30
129621,40,female,1296211,taxi,90
26832,27,female,268322,bus,60
26841,46,male,268412,car,60
26991,59,female,269912,pedestrian,30
129181,36,male,1291814,taxi,20
26752,60,female,267523,pedestrian,15
26991,59,female,269911,pedestrian,35
20122,44,female,201225,car,15
27564,13,female,275642,car,25
27231,50,male,272311,pedestrian,60
11756,32,female,117561,motorcycle,30
326882,29,male,3268822,bus,60
P076762,62,female,P0767621,pedestrian,5
106781,40,male,1067812,bus,150
164674,9,male,1646741,car,20
106772,16,female,1067721,bus,60
6571,45,male,65711,bus,330
106773,14,female,1067731,bus,180
P086611,75,male,P0866113,car,30
201122,45,female,2011222,car,25
P050191,53,male,P0501912,pedestrian,10
201121,46,male,2011218,car,25
