participant_id,age,sex,trip_id,trip_mode,trip_duration
1,41,Female,1,bus,90
1,41,Female,2,taxi,90
2,24,Female,3,bus,190
2,24,Female,1,bus,110
2,24,Female,2,pedestrian,65
1,34,Female,2,bus,45
1,34,Female,1,bus,30
2,60,Female,NA,NA,NA
3,29,Female,5,taxi,30
3,29,Female,3,taxi,30
3,29,Female,4,pedestrian,10
3,29,Female,2,bus,60
3,29,Female,1,bus,75
1,57,Male,NA,NA,NA
1,26,Female,1,cycle,47
1,26,Female,2,bus,60
1,26,Female,3,bus,50
1,49,Female,2,pedestrian,5
1,49,Female,1,pedestrian,5
2,20,Female,1,pedestrian,10
2,20,Female,2,pedestrian,15
3,32,Female,2,motorcycle,60
3,32,Female,1,motorcycle,45
4,33,Male,1,motorcycle,45
4,33,Male,2,motorcycle,15
4,33,Male,3,motorcycle,105
1,56,Female,2,bus,130
1,56,Female,3,bus,25
1,56,Female,1,pedestrian,10
2,32,Female,1,motorcycle,15
2,32,Female,2,motorcycle,20
1,64,Male,3,bus,16
1,64,Male,2,pedestrian,15
1,64,Male,1,bus,30
3,22,Male,1,bus,90
3,22,Male,2,bus,120
1,61,Male,3,pedestrian,8
1,61,Male,2,pedestrian,5
1,61,Male,1,pedestrian,40
1,49,Female,2,bus,60
1,49,Female,1,bus,70
3,74,Female,NA,NA,NA
2,30,Male,2,pedestrian,15
2,30,Male,1,pedestrian,15
4,16,Male,1,car,30
4,16,Male,2,car,25
5,0,Female,NA,NA,NA
2,49,Female,2,cycle,150
2,49,Female,1,cycle,60
2,57,Female,1,bus,60
2,57,Female,2,bus,67
1,70,Female,NA,NA,NA
2,30,Female,2,bus,75
2,30,Female,1,bus,80
2,52,Female,1,bus,15
2,52,Female,2,bus,4
2,36,Female,3,pedestrian,10
2,36,Female,2,pedestrian,10
2,36,Female,1,pedestrian,15
1,41,Female,1,car,20
1,41,Female,3,pedestrian,20
1,41,Female,2,car,45
1,41,Female,4,pedestrian,30
2,68,Female,1,bus,70
2,68,Female,2,bus,75
1,49,Male,1,bus,40
1,49,Male,2,bus,35
1,66,Male,1,bus,135
1,66,Male,2,bus,180
1,58,Male,1,bus,80
1,58,Male,2,bus,75
3,30,Male,1,bus,50
3,30,Male,3,taxi,15
3,30,Male,2,taxi,255
1,39,Male,2,car,20
1,39,Male,1,car,30
3,1,Male,NA,NA,NA
2,38,Female,1,taxi,30
2,38,Female,2,taxi,60
2,55,Female,1,car,70
2,55,Female,2,car,75
2,55,Female,3,car,60
